subject,1,2,3,5,6,7,8,9,10,11,12,13,14,15,16,18,20,21,22,23,25,26,27,28,29,30,31,32,34,36
p_0,0.81906588,0.69307465,0.86810427,0.75575083,0.78604317,0.82380802,0.78911367,0.70542719,0.73773677,0.83436909,0.70801887,0.86676897,0.80967537,0.76978074,0.71923360,0.82594825,0.26576955,0.81582796,0.67507639,0.83679819,0.70718612,0.80678040,0.88268095,0.78376293,0.65560355,0.71835282,0.81219323,0.80107647,0.83205763,0.29871245
p_1,0.81733700,0.67202170,0.76781131,0.79416516,0.84643575,0.83783029,0.75180412,0.69779456,0.73196505,0.71670481,0.73792219,0.86489988,0.76675462,0.78587993,0.60185185,0.79337564,0.09604520,0.81870918,0.67467313,0.79149590,0.78160093,0.84405997,0.88228781,0.75124439,0.66515793,0.73982301,0.80465803,0.80841639,0.78005233,0.27580772
p_2,0.82721129,0.69696677,0.89166178,0.80651309,0.84673494,0.85474297,0.84846352,0.75614695,0.74536817,0.74779946,0.71680376,0.90083921,0.81307794,0.80515496,0.60812845,0.83307363,0.46284742,0.81377112,0.68647301,0.87924475,0.79813975,0.85768034,0.83450308,0.84871826,0.73085509,0.73257170,0.82487337,0.83196721,0.82812811,0.49679300
p_3,0.82307650,0.68642965,0.89298949,0.78851516,0.84429845,0.82472631,0.84162235,0.76619772,0.77009178,0.81299072,0.81862574,0.90240361,0.82721907,0.80615567,0.70551181,0.83397093,0.38878732,0.82593609,0.69555288,0.87669926,0.81817907,0.84985729,0.85071460,0.84357601,0.73093325,0.78025478,0.84000409,0.81655172,0.84613161,0.54075949
p_4,0.83594111,0.69236865,0.67160538,0.83131261,0.84241673,0.84623265,0.75665152,0.71912716,0.73266078,0.73542601,0.79656980,0.89144691,0.78147526,0.81489142,0.68695251,0.82203174,0.17977528,0.84347251,0.70086153,0.76226349,0.84950245,0.86336863,0.88289552,0.77443704,0.67915947,0.74491753,0.81242662,0.81022570,0.84084290,0.32079208
p_5,0.80365843,0.62902035,0.61768421,0.82575014,0.80698769,0.83389027,0.65419948,0.58554090,0.63436499,0.68452895,0.77125394,0.86998359,0.80705230,0.76712329,0.60039565,0.83113249,0.23396226,0.79563421,0.61825649,0.69576380,0.81899782,0.83053225,0.85896495,0.72462950,0.57449664,0.60724234,0.79308505,0.82344214,0.79533463,0.22035928
p_6,0.81445311,0.68903921,0.80351648,0.80760840,0.83751425,0.76010658,0.70525114,0.57018055,0.54572883,0.74469697,0.80128308,0.85817392,0.79346160,0.77554919,0.71261291,0.77654723,0.10328638,0.81430144,0.67915749,0.86225502,0.81010429,0.86497092,0.85561977,0.78687493,0.64730826,0.72780602,0.81806953,0.75914131,0.83196368,0.41444115
p_7,0.80991152,0.61676777,0.86972517,0.82287308,0.82448121,0.85190502,0.86860759,0.76831552,0.76001979,0.75748031,0.79091488,0.89310842,0.82463753,0.81389870,0.64112150,0.83890578,0.49589905,0.80894372,0.62248257,0.85297122,0.82918653,0.84311059,0.87276747,0.86677570,0.77531144,0.76390547,0.81755149,0.82233503,0.82416081,0.54121660
p_8,0.83654639,0.73135625,0.87085964,0.80375394,0.84624295,0.87375166,0.85460015,0.76269386,0.70360262,0.76074103,0.63127001,0.88621202,0.74953154,0.77841561,0.65784499,0.83612301,0.33820841,0.82806205,0.72617809,0.89188784,0.81300639,0.85023046,0.89097548,0.84543269,0.73862434,0.71360255,0.81433159,0.76397687,0.85417641,0.40780142
